status
Statement executed successfully.

status
Statement executed successfully.

LP_LOAN_ID,LOANID,PAYOFFUID,PLACEMENT_STATUS,PLACEMENT_STATUS_STARTDATE,CHARGEOFFDATE,PRINCIPALBALANCEATCHARGEOFF,RECOVERIESPAIDTODATE,CURRENT_LP_STATUS,SETTLEMENTSTATUS,SETTLEMENT_ACCEPTED_DATE,SETTLEMENT_COMPLETION_DATE,SETTLEMENT_AMOUNT,SETTLEMENT_AMOUNT_PAID,SETTLEMENT_DATA_SOURCE_LIST,POST_CHARGEOFF_PAYMENT_COUNT,TOTAL_POST_CHARGEOFF_PAYMENTS,LAST_POST_CHARGEOFF_PAYMENT_DATE,AUTOPAY_PENDING,AUTOPAY_TYPE,NEXT_AUTOPAY_DATE,AUTOPAY_AMOUNT,AUTOPAY_COUNT,FUTURE_PAYMENT_COUNT,FUTURE_PAYMENT_DATE,TOTAL_FUTURE_PAYMENT_AMOUNT,FUTURE_PAYMENT_TYPES,HAS_SETTLEMENT_DATA,HAS_ACTIVE_AUTOPAY,HAS_FUTURE_PAYMENTS,TOTAL_CONFLICT_COUNT
91381,P59BCF904085B,5d4f9687-0bcf-abb9-eb0e-59bcf904085b,Placed - Bounce,2025-06-18,2024-03-19,26432.6100,17181.2000,Closed - Charged-Off Collectible,Broken,2025-02-27,,,,"CUSTOM_FIELDS, PORTFOLIOS, DOCUMENTS, ACTIONS",1,17181.20,2025-03-12,N,,,0.00,0,0,,0.00,,1,0,0,1
121023,PF452045729C0,50599686-6635-f199-3e9a-f452045729c0,Placed - Bounce,2024-11-25,2024-03-19,10520.0200,613.6700,Closed - Charged-Off Collectible,Inactive,,,,,"CUSTOM_FIELDS, DOCUMENTS",1,613.67,2024-05-31,N,,,0.00,0,0,,0.00,,1,0,0,1
124174,PE7922CE6FED3,7ab447b8-ecb1-44e2-8aa5-e7922ce6fed3,Placed - Bounce,2024-11-25,2024-03-19,28714.3500,7178.5200,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,12,7178.52,2025-09-17,N,,,0.00,0,0,,0.00,,1,0,0,1
106826,P5BA8C6937826,0aecbdbc-a941-a0a0-d0ee-5ba8c6937826,Placed - Bounce,2024-11-25,2024-03-16,4440.8200,259.0400,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,2,259.04,2024-08-01,N,,,0.00,0,0,,0.00,,1,0,0,1
123628,P34BB600555E5,3bc223a3-de3c-122c-2449-34bb600555e5,Placed - Bounce,2024-11-25,2024-03-16,18244.1700,11858.7100,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,11858.71,2024-10-22,N,,,0.00,0,0,,0.00,,1,0,0,1
111266,P65B10493ABCE,529c7369-8107-c624-f018-65b10493abce,Placed - Bounce,2024-11-25,2024-03-15,2873.6600,1867.8800,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,1867.88,2024-09-25,N,,,0.00,0,0,,0.00,,1,0,0,1
115189,PE7CE2A5C6B52,05aefef3-a7d8-9d11-6f48-e7ce2a5c6b52,Placed - Bounce,2024-11-25,2024-03-14,8765.6300,341.4400,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,2,341.44,2024-06-28,N,,,0.00,0,0,,0.00,,1,0,0,1
123896,PC533D129136F,f5d09a41-5c0c-41e6-9117-c533d129136f,Placed - Bounce,2024-11-25,2024-03-13,16525.3900,1200.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,9,1200.00,2025-06-26,N,,,0.00,0,0,,0.00,,1,0,0,1
121113,PBE46BE13CA88,b7a11150-12ef-faaf-a089-be46be13ca88,Placed - Bounce,2024-11-25,2024-03-13,17300.2300,10380.1400,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,10380.14,2024-09-09,N,,,0.00,0,0,,0.00,,1,0,0,1
117263,PDA4485867256,5bbaf4bc-d9a1-807f-4cd4-da4485867256,Placed - Bounce,2024-11-25,2024-03-12,22353.3200,14529.6600,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,14529.66,2024-10-15,N,,,0.00,0,0,,0.00,,1,0,0,1
85843,P3CE9AACB24CE,eabb1f9e-1c01-a0ed-5e72-3ce9aacb24ce,Placed - Bounce,2025-06-18,2024-03-12,19765.1200,5353.0500,Closed - Charged-Off Collectible,,,,,,"CUSTOM_FIELDS, ACTIONS",5,5353.05,2025-07-07,N,,,0.00,0,0,,0.00,,1,0,0,1
122119,P608F43113F91,16b9cd07-fdaa-1a36-d80e-608f43113f91,Placed - Bounce,2024-11-25,2024-03-12,25867.5200,7760.2600,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,7760.26,2024-08-26,N,,,0.00,0,0,,0.00,,1,0,0,1
118766,P01C40086766C,986dd25d-4f2c-fb7a-3bae-01c40086766c,Placed - Bounce,2024-11-25,2024-03-12,5748.6200,3736.6000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,3736.60,2024-09-30,N,,,0.00,0,0,,0.00,,1,0,0,1
117286,P2FDC27B7589C,2c13b5f8-a33d-4b20-9125-2fdc27b7589c,Placed - Bounce,2024-11-25,2024-03-11,16107.8100,8859.3000,Closed - Charged-Off Collectible,Broken,2025-01-21,,,,"CUSTOM_FIELDS, PORTFOLIOS, DOCUMENTS, ACTIONS",1,8859.30,2024-09-30,N,,,0.00,0,0,,0.00,,1,0,0,1
122268,PBFCA96F56886,6b0e8a5c-99ba-a4f3-369c-bfca96f56886,Placed - Bounce,2024-11-25,2024-03-10,13860.3600,1000.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,10,1000.00,2025-09-22,N,,,0.00,0,0,,0.00,,1,0,0,1
123882,PF5F47712A07C,32d2e52d-ad5d-46f5-9ba5-f5f47712a07c,Placed - Bounce,2024-11-25,2024-03-09,20656.7400,929.8500,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,929.85,2024-03-10,N,,,0.00,0,0,,0.00,,1,0,0,1
120124,P47F6AB28DA7E,85253c54-6733-9b2b-014c-47f6ab28da7e,Placed - Bounce,2024-11-25,2024-03-09,4330.8900,784.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,1,400.00,2024-05-09,N,,,0.00,0,0,,0.00,,1,0,0,1
123527,PA373E0A055A8,40768611-c369-4385-84ee-a373e0a055a8,Placed - Bounce,2024-11-25,2024-03-09,5830.1400,2200.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,2200.00,2025-09-22,N,,,0.00,0,0,,0.00,,1,0,0,1
114136,P00A0A52F91DD,419f789f-a8f7-fdf4-876a-00a0a52f91dd,Placed - Bounce,2024-11-25,2024-03-07,4383.0000,1314.9000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,1314.90,2024-08-26,N,,,0.00,0,0,,0.00,,1,0,0,1
115369,PB43BE63D9707,8b04ddff-b357-6cdc-7e97-b43be63d9707,Placed - Bounce,2024-11-25,2024-03-06,5404.9400,326.7700,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,326.77,2024-03-07,N,,,0.00,0,0,,0.00,,1,0,0,1
122773,P41950D71B764,c8e85f67-b514-ab94-fa49-41950d71b764,Placed - Bounce,2024-11-25,2024-03-01,6775.5300,395.2200,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,2,395.22,2024-06-07,N,,,0.00,0,0,,0.00,,1,0,0,1
112668,PCD381A326F78,576f5a09-0237-6402-5554-cd381a326f78,Placed - Bounce,2024-11-25,2024-02-29,18964.5900,1303.7400,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,3,1303.74,2024-08-15,N,,,0.00,0,0,,0.00,,1,0,0,1
117080,P8581E7D40EB9,1358456a-9b82-3e48-82ff-8581e7d40eb9,Placed - Bounce,2024-11-25,2024-02-29,26811.2500,8043.3700,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,8043.37,2024-10-17,N,,,0.00,0,0,,0.00,,1,0,0,1
118267,PA98B47FB3BA1,5ab03b0b-ccc2-ec26-13fe-a98b47fb3ba1,Placed - Bounce,2024-11-25,2024-02-29,33780.0700,2627.3200,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,4,2627.32,2024-08-29,N,,,0.00,0,0,,0.00,,1,0,0,1
123842,PE30D5C3C6782,5eb25526-9c84-4d2b-8198-e30d5c3c6782,Placed - Bounce,2024-11-25,2024-02-25,8034.5800,3213.8300,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,3213.83,2024-10-22,N,,,0.00,0,0,,0.00,,1,0,0,1
122913,PD7A8E9A1F5F7,5f9c406c-d7c0-6795-b5b0-d7a8e9a1f5f7,Placed - Bounce,2024-11-25,2024-02-25,19177.4400,1100.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,2,1100.00,2024-12-11,N,,,0.00,0,0,,0.00,,1,0,0,1
120329,PDAB5C47A7199,92ac4579-c671-2b6b-4fb3-dab5c47a7199,Placed - Bounce,2024-11-25,2024-02-25,9169.7200,337.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,337.00,2024-03-04,N,,,0.00,0,0,,0.00,,1,0,0,1
121840,P4372305772D4,c3a82aab-2abe-43b1-05fb-4372305772d4,Placed - Bounce,2024-11-25,2024-02-24,10745.8700,6984.8100,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,6984.81,2024-11-15,N,,,0.00,0,0,,0.00,,1,0,0,1
118911,P18D6C0B415D4,da5ef2e3-8424-83e7-84c7-18d6c0b415d4,Placed - Bounce,2024-11-19,2024-02-23,3657.6000,1200.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,9,1200.00,2024-11-04,N,,,0.00,0,0,,0.00,,1,0,0,1
116988,PC89D8456F0D0,c656fb63-74f7-45f9-c96d-c89d8456f0d0,Placed - Bounce,2024-11-25,2024-02-23,15297.6200,4464.3300,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,10,4464.33,2025-08-01,N,,,0.00,0,0,,0.00,,1,0,0,1
114089,PCC2FFFB5524F,3464126e-8ca9-dbe9-ffc7-cc2fffb5524f,Placed - Bounce,2024-11-19,2024-02-23,7786.1300,5060.9800,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,5060.98,2024-09-17,N,,,0.00,0,0,,0.00,,1,0,0,1
103537,PED0DF846D4F7,be375b14-a16c-66d8-b8b0-ed0df846d4f7,Placed - Bounce,2024-11-25,2024-02-19,9007.4500,5854.8400,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,5854.84,2024-11-18,N,,,0.00,0,0,,0.00,,1,0,0,1
117718,PF89C6BBEFE7E,44b7c308-9e40-f3f9-a4df-f89c6bbefe7e,Placed - Bounce,2024-11-25,2024-02-18,5601.0600,3640.6900,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,3640.69,2024-10-16,N,,,0.00,0,0,,0.00,,1,0,0,1
107946,PF9AD80EABA96,aac02202-1c3d-37ad-3484-f9ad80eaba96,Placed - Bounce,2024-11-25,2024-02-17,920.5000,201.6900,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,201.69,2024-02-20,N,,,0.00,0,0,,0.00,,1,0,0,1
119057,P0DEC12F0E028,9337f80f-0ada-dd06-da39-0dec12f0e028,Placed - Bounce,2024-11-25,2024-02-16,8589.9000,1503.2400,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,3,1503.24,2024-07-31,N,,,0.00,0,0,,0.00,,1,0,0,1
105628,P79DBBFD37BC6,915e1a15-4087-91f7-b919-79dbbfd37bc6,Placed - Bounce,2024-11-25,2024-02-15,2894.4600,1591.9500,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,1591.95,2024-08-22,N,,,0.00,0,0,,0.00,,1,0,0,1
122757,P40B09BB59CC9,6aeb81e5-ea51-4b80-ba3f-40b09bb59cc9,Placed - Bounce,2024-11-25,2024-02-13,13355.2100,2144.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,15,2010.00,2025-09-15,N,,,0.00,0,0,,0.00,,1,0,0,1
123908,P21A50BA239C5,32c1d70c-c6e5-2b45-d863-21a50ba239c5,Placed - Bounce,2024-11-25,2024-02-12,12692.7100,1851.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,5,1851.00,2024-08-26,N,,,0.00,0,0,,0.00,,1,0,0,1
116460,PC61C5D941E08,442b6052-2e61-8ec0-4976-c61c5d941e08,Placed - Bounce,2024-11-25,2024-02-12,17414.1000,2176.8100,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,5,2176.81,2025-05-09,N,,,0.00,0,0,,0.00,,1,0,0,1
124982,P11B182EC2672,6043108c-6402-c8c3-64a6-11b182ec2672,Placed - Bounce,2024-11-25,2024-02-11,13270.7900,9289.5500,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,12,9289.55,2025-02-19,N,,,0.00,0,0,,0.00,,1,0,0,1
117462,PAA0083BEB371,c6bca3fa-cee6-de8a-a61a-aa0083beb371,Placed - Bounce,2024-11-25,2024-02-10,19157.5500,5747.2600,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,5747.26,2024-08-19,N,,,0.00,0,0,,0.00,,1,0,0,1
89880,P3BEC679FC8BA,5aa157ce-cceb-ed9e-268e-3bec679fc8ba,Placed - Bounce,2025-06-18,2024-02-08,12803.0400,2987.4000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,4,2987.40,2024-05-29,N,,,0.00,0,0,,0.00,,1,0,0,1
108199,PA630D53A498C,431dd5bc-3d65-e5f8-2689-a630d53a498c,Placed - Bounce,2024-11-25,2024-02-06,9734.0900,567.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,1,567.00,2024-07-11,N,,,0.00,0,0,,0.00,,1,0,0,1
78019,P533140BF2946,ebebd2c2-9a7c-431c-c934-533140bf2946,Placed - Bounce,2025-06-18,2024-02-05,3460.3000,804.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,4,804.00,2024-05-30,N,,,0.00,0,0,,0.00,,1,0,0,1
125103,PA67A417B0DC3,e4751a5e-0273-935c-4c6d-a67a417b0dc3,Placed - Bounce,2024-11-25,2024-02-04,6845.7800,4449.7600,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,4449.76,2024-10-03,N,,,0.00,0,0,,0.00,,1,0,0,1
103646,PE340E138B860,67842886-0c13-b346-f36c-e340e138b860,Placed - Bounce,2024-11-25,2024-02-03,10357.8300,4000.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,4000.00,2024-03-11,N,,,0.00,0,0,,0.00,,1,0,0,1
91161,P930F7166C1CD,5c6b9670-1da3-d84f-bd3b-930f7166c1cd,Placed - Bounce,2025-06-18,2024-02-02,4523.3200,1055.4400,Closed - Charged-Off Collectible,Broken,2025-03-04,,,,"CUSTOM_FIELDS, PORTFOLIOS, DOCUMENTS, ACTIONS",8,1055.44,2025-10-08,N,,,0.00,0,0,,0.00,,1,0,0,1
123951,PDF06DCB9F6D9,06f442a0-3dac-4c80-a1d9-df06dcb9f6d9,Placed - Bounce,2024-11-25,2024-01-30,8024.5000,2407.3500,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,2407.35,2024-09-17,N,,,0.00,0,0,,0.00,,1,0,0,1
114194,PDB37C131B11B,064dce76-e429-bfaa-7f37-db37c131b11b,Placed - Bounce,2024-11-19,2024-01-27,1804.2100,902.1100,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,1,902.11,2024-12-27,N,,,0.00,0,0,,0.00,,1,0,0,1
121436,P807DFE83A864,8245e745-feba-0e46-0ae2-807dfe83a864,Placed - Bounce,2024-11-19,2024-01-27,7033.1000,4525.4400,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,4525.44,2024-08-30,N,,,0.00,0,0,,0.00,,1,0,0,1
107697,P8299B4D56A66,84f45a2f-4b8a-6f04-5d50-8299b4d56a66,Placed - Bounce,2024-11-25,2024-01-26,5201.6300,579.6200,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,579.62,2024-02-08,N,,,0.00,0,0,,0.00,,1,0,0,1
112513,P1D5C71CD01E8,e333432f-36de-1ed4-a7e6-1d5c71cd01e8,Placed - Bounce,2024-11-25,2024-01-26,12633.8000,4851.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,11,4851.00,2024-12-09,N,,,0.00,0,0,,0.00,,1,0,0,1
118013,PC6658CD6BB22,23ded413-1c50-54ce-0361-c6658cd6bb22,Placed - Bounce,2024-11-25,2024-01-25,11908.8800,3572.6600,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,3572.66,2024-09-27,N,,,0.00,0,0,,0.00,,1,0,0,1
105539,P555FA35675F0,b37f4244-0797-24c0-9de2-555fa35675f0,Placed - Bounce,2024-11-25,2024-01-24,3584.0600,2329.6200,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,2329.62,2024-11-07,N,,,0.00,0,0,,0.00,,1,0,0,1
117973,P6D043025493C,a3bbe02a-7dae-50d9-af03-6d043025493c,Placed - Bounce,2024-11-25,2024-01-22,4637.9400,2332.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,2332.00,2025-10-07,N,,,0.00,0,0,,0.00,,1,0,0,1
107166,P238FA8693361,adb1d233-283d-4d9c-a097-238fa8693361,Placed - Bounce,2024-11-25,2024-01-21,4773.0400,835.2500,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,4,835.25,2024-11-30,N,,,0.00,0,0,,0.00,,1,0,0,1
114358,P4499C1E31DC1,ab41294f-5981-2f63-1286-4499c1e31dc1,Placed - Bounce,2024-11-25,2024-01-21,9095.8900,672.4300,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,1,672.43,2024-01-23,N,,,0.00,0,0,,0.00,,1,0,0,1
119172,PBBED92A6F4DC,8e915d54-0fa4-b46f-6631-bbed92a6f4dc,Placed - Bounce,2024-11-25,2024-01-20,10351.7100,6725.6100,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,6725.61,2024-08-27,N,,,0.00,0,0,,0.00,,1,0,0,1
115789,P158C2A885A08,77c1ee87-d7de-65b2-f998-158c2a885a08,Placed - Bounce,2024-11-25,2024-01-19,25047.3100,730.5400,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,2,730.54,2024-12-06,N,,,0.00,0,0,,0.00,,1,0,0,1
122354,PD0F692CC235B,b9dca5ed-2883-468d-dc89-d0f692cc235b,Placed - Bounce,2024-11-25,2024-01-19,19574.7800,6536.5200,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,2,6536.52,2024-09-30,N,,,0.00,0,0,,0.00,,1,0,0,1
121995,P7760B3D66196,a78ed6e5-aa1a-0711-cb0a-7760b3d66196,Placed - Bounce,2024-11-25,2024-01-18,21539.5400,14000.7000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,14000.70,2024-11-04,N,,,0.00,0,0,,0.00,,1,0,0,1
118439,PC6EC0C32717A,03273402-0b9c-cb68-f4a5-c6ec0c32717a,Placed - Bounce,2024-11-25,2024-01-16,22211.1000,7403.7600,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,6786.78,2025-09-10,N,,,0.00,0,0,,0.00,,1,0,0,1
116704,PFF19073F6200,039d5964-04e9-eb18-b2eb-ff19073f6200,Placed - Bounce,2024-11-25,2024-01-16,28150.9300,3284.2800,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,2,3284.28,2024-05-03,N,,,0.00,0,0,,0.00,,1,0,0,1
123777,P8DB8BA8AE1A9,3d373568-50c7-8012-416b-8db8ba8ae1a9,Placed - Bounce,2024-11-25,2024-01-13,17598.2900,900.0000,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,2,900.00,2024-10-03,N,,,0.00,0,0,,0.00,,1,0,0,1
115116,P7772682C9A63,2671fa20-012a-7a30-56b0-7772682c9a63,Placed - Bounce,2024-11-25,2024-01-13,3751.3900,100.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,2,100.00,2024-06-07,N,,,0.00,0,0,,0.00,,1,0,0,1
112339,P465BA0A91034,3c5f6908-8e3c-3264-080e-465ba0a91034,Placed - Bounce,2024-11-25,2024-01-13,3842.7800,1921.3900,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,1921.39,2024-08-27,N,,,0.00,0,0,,0.00,,1,0,0,1
122186,P2B3F8026CF90,ae26e6d2-f151-8ddf-3260-2b3f8026cf90,Placed - Bounce,2024-11-25,2024-01-11,19208.8500,6732.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,12,6732.00,2025-09-25,N,,,0.00,0,0,,0.00,,1,0,0,1
115451,P125BD337B142,891c8c51-4c5b-1ea8-244e-125bd337b142,Placed - Bounce,2024-11-25,2024-01-10,6741.6400,1250.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,1250.00,2025-09-24,N,,,0.00,0,0,,0.00,,1,0,0,1
115274,P0436C3090F3C,efbd3aaa-edce-a964-9b22-0436c3090f3c,Placed - Bounce,2024-11-25,2024-01-06,11908.8800,1620.9200,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,7,1620.92,2025-02-28,N,,,0.00,0,0,,0.00,,1,0,0,1
107553,P078A8AAF5195,414f15df-616b-2913-7bff-078a8aaf5195,Placed - Bounce,2024-11-25,2024-01-06,7926.6800,3963.3400,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,3963.34,2024-08-27,N,,,0.00,0,0,,0.00,,1,0,0,1
121075,P99F000F93616,91649dc6-7046-3663-4b0d-99f000f93616,Placed - Bounce,2024-11-25,2024-01-04,6320.4800,3600.0000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,3600.00,2024-09-30,N,,,0.00,0,0,,0.00,,1,0,0,1
122018,P0E28170E4DFE,9a4aa13a-d864-e30d-4d88-0e28170e4dfe,Placed - Bounce,2024-11-19,2024-01-02,20525.3700,7176.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,12,7176.00,2025-09-24,N,,,0.00,0,0,,0.00,,1,0,0,1
120752,P48AD24B96AF5,f54981d5-587f-d791-6184-48ad24b96af5,Placed - Bounce,2024-11-25,2024-01-01,15401.1200,4620.3400,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,4620.34,2024-08-26,N,,,0.00,0,0,,0.00,,1,0,0,1
108088,PDB0EA20CD2D5,bf407fb9-e8ae-eca2-34df-db0ea20cd2d5,Placed - Bounce,2024-11-25,2023-12-30,14119.4900,950.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,11,950.00,2025-09-29,N,,,0.00,0,0,,0.00,,1,0,0,1
123230,P1C9546131EDF,49ce6b7c-846d-7165-89a2-1c9546131edf,Placed - Bounce,2024-11-25,2023-12-30,13180.5600,6600.0000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,10,6600.00,2025-09-15,N,,,0.00,0,0,,0.00,,1,0,0,1
110270,P3CA76F8157CE,6520e4ae-2604-6023-1294-3ca76f8157ce,Placed - Bounce,2024-11-19,2023-12-28,12527.9800,4750.2000,Closed - Charged-Off Collectible,Active,,,,,CUSTOM_FIELDS,13,4750.20,2025-10-06,N,,,0.00,0,0,,0.00,,1,0,0,1
122218,PBA7C4B45A402,cdc387a7-d3bd-17f3-942c-ba7c4b45a402,Placed - Bounce,2024-11-25,2023-12-26,21228.3900,9000.0000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,9000.00,2024-08-19,N,,,0.00,0,0,,0.00,,1,0,0,1
116835,P371BDF68D8B2,6bc19465-dacc-e885-0949-371bdf68d8b2,Placed - Bounce,2024-11-25,2023-12-24,7572.0200,3786.0100,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,3786.01,2024-10-28,N,,,0.00,0,0,,0.00,,1,0,0,1
122420,P73F3F0ECECA9,0ff4d091-f449-3ced-470d-73f3f0ececa9,Placed - Bounce,2024-11-25,2023-12-24,28616.5500,14308.2800,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,14308.28,2024-11-21,N,,,0.00,0,0,,0.00,,1,0,0,1
122898,PE8FD4D12744D,7e17fe01-5530-4306-9e0d-e8fd4d12744d,Placed - Bounce,2024-11-25,2023-12-23,7105.0000,2135.5000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,2135.50,2024-09-30,N,,,0.00,0,0,,0.00,,1,0,0,1
120761,P803C1C4BB057,762df2c3-a930-aa73-ad70-803c1c4bb057,Placed - Bounce,2024-11-25,2023-12-23,3476.1100,1738.0600,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,1738.06,2024-08-20,N,,,0.00,0,0,,0.00,,1,0,0,1
113965,PB4C6A419BCC2,1b5361c0-6204-f3a2-04c9-b4c6a419bcc2,Placed - Bounce,2024-11-25,2023-12-22,10867.8200,783.9600,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,2,633.96,2024-04-15,N,,,0.00,0,0,,0.00,,1,0,0,1
113405,P4170F6E7DAE0,3905c998-d8ae-06e8-a2fd-4170f6e7dae0,Placed - Bounce,2024-11-25,2023-12-21,17732.0300,1035.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,1,1035.00,2024-02-13,N,,,0.00,0,0,,0.00,,1,0,0,1
120626,P2A83C7BF9834,288c2df2-03ed-25b8-f425-2a83c7bf9834,Placed - Bounce,2024-11-25,2023-12-21,6620.4200,3700.0000,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,3700.00,2024-08-22,N,,,0.00,0,0,,0.00,,1,0,0,1
107836,PBCA0881D363A,64dfe414-2c36-2f7b-d9aa-bca0881d363a,Placed - Bounce,2024-11-25,2023-12-21,7043.5300,1226.2600,Closed - Charged-Off Collectible,,,,,,CUSTOM_FIELDS,3,1226.26,2024-02-26,N,,,0.00,0,0,,0.00,,1,0,0,1
107620,PA0039F66E643,671484ed-c023-3ac0-33b5-a0039f66e643,Placed - Bounce,2024-11-25,2023-12-20,1623.5800,1055.3300,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,1055.33,2024-09-26,N,,,0.00,0,0,,0.00,,1,0,0,1
110710,P80C9CB0711CE,25b4f2fa-685e-a9e7-5f26-80c9cb0711ce,Placed - Bounce,2024-11-25,2023-12-20,8161.2900,4080.6400,Closed - Charged-Off Collectible,Complete,,,,,CUSTOM_FIELDS,1,4080.64,2024-09-20,N,,,0.00,0,0,,0.00,,1,0,0,1
88042,PD7E7D491CA11,961e8d62-4d22-b958-232a-d7e7d491ca11,Placed - Bounce,2025-06-18,2023-12-20,4985.0100,580.0000,Closed - Charged-Off Collectible,Inactive,,,,,CUSTOM_FIELDS,2,580.00,2024-03-14,N,,,0.00,0,0,,0.00,,1,0,0,1
